question_id,question_article_live,question_article__has_video_solution,question_title,question_hide,total_acs,total_submitted,is_new_question,difficulty,is_favor,frequency,progress
30,,,Substring with Concatenation of All Words,False,209704,787359,False,3,False,1.5234189066727202,36.61853421836428
31,True,False,Next Permutation,False,528225,1547862,False,2,False,3.482246870322002,83.70302850985456
32,True,False,Longest Valid Parentheses,False,382820,1272329,False,3,False,2.474827599343177,59.487616133787135
33,True,False,Search in Rotated Sorted Array,False,1016225,2793596,False,2,False,3.341854659033498,80.32841042513603
34,True,False,Find First and Last Position of Element in Sorted Array,False,735443,1932486,False,2,False,2.6239908854732024,63.07306520058766
35,True,False,Search Insert Position,False,841297,1963105,False,1,False,1.049580868778012,25.228853856246015
36,False,False,Valid Sudoku,False,488241,951548,False,2,False,2.1526749197296278,51.74400807542868
37,True,False,Sudoku Solver,False,244423,508933,False,3,False,2.7168384167752007,65.30484825591199
38,False,False,Count and Say,False,511940,1097357,False,2,False,2.667852435785242,64.12736856648188
39,True,False,Combination Sum,False,749803,1240317,False,2,False,2.5462603413992766,61.20465029808402
40,True,False,Combination Sum II,False,417111,820736,False,2,False,0.8209805520698302,19.733970943186677
41,True,False,First Missing Positive,False,496133,1442930,False,3,False,3.3907527555473664,81.50377762884018
42,True,False,Trapping Rain Water,False,765324,1466791,False,3,False,3.990833252430073,95.92795742116384
43,,,Multiply Strings,False,376966,1064920,False,2,False,2.3289308188791615,55.98068430802997
44,True,False,Wildcard Matching,False,308988,1202180,False,3,False,2.6857193806171966,64.55683765593642
45,True,False,Jump Game II,False,369733,1123366,False,2,False,2.3397128808723964,56.239853538708694
46,True,False,Permutations,False,833000,1228113,False,2,False,2.627035326900303,63.14624466690897
47,True,False,Permutations II,False,464723,922002,False,2,False,0.8963643058127099,21.545975870952365
48,True,False,Rotate Image,False,603777,976837,False,2,False,3.136600537457819,75.39470175087837
49,True,True,Group Anagrams,False,942041,1560725,False,2,False,3.510288386271669,84.37706452636981
50,True,False,"Pow(x, n)",False,648435,2074237,False,2,True,2.814673316552234,67.6565130603486
51,True,False,N-Queens,False,274020,525541,False,3,False,1.3226729862426703,31.793189512278097
52,True,False,N-Queens II,False,176707,282452,False,3,False,0.07368977941473773,1.7712867401231458
53,True,False,Maximum Subarray,False,1459612,3034492,False,1,False,3.5179324931696323,84.56080649569016
54,True,False,Spiral Matrix,False,510664,1374190,False,2,False,3.2342245522847426,77.74129749799403
55,True,False,Jump Game,False,647146,1821874,False,2,True,2.0057011562255753,48.21118872777492
56,True,True,Merge Intervals,False,922045,2200774,False,2,False,4.024714601237664,96.74236593693108
57,True,False,Insert Interval,False,363037,1016353,False,2,False,1.8774036278132993,45.12729144008962
58,True,False,Length of Last Word,False,515201,1532939,False,1,False,0.3559158657011924,8.555176287987212
59,True,False,Spiral Matrix II,False,255723,435202,False,2,False,1.042240878073009,25.052421950605126
60,True,False,Permutation Sequence,False,228872,573218,False,3,False,0.7460740468282056,17.933437673346017
61,True,False,Rotate List,False,387193,1200966,False,2,False,1.1653968412598326,28.01273105035372
62,True,False,Unique Paths,False,656685,1155621,False,2,False,1.998215953691569,48.03126635453776
63,True,False,Unique Paths II,False,392492,1090310,False,2,False,1.7313888801832136,41.61752402873716
64,True,False,Minimum Path Sum,False,549454,965130,False,2,False,1.7596381773739778,42.29655449848764
65,True,False,Valid Number,False,218650,1310663,False,3,False,0.9198771075053827,22.11115484410379
66,True,False,Plus One,False,856617,2031529,False,1,False,1.6383146259680945,39.38029121779025
67,True,False,Add Binary,False,615598,1288769,False,1,False,2.834494779439,68.13296304649347
68,,,Text Justification,False,177665,573732,False,3,False,3.9066101301309812,93.90347993018744
69,True,False,Sqrt(x),False,743418,2082305,False,1,True,1.4965248615329105,35.972080043541624
70,True,False,Climbing Stairs,False,987827,2017273,False,1,False,2.6575972511098653,63.880863925305334
71,True,False,Simplify Path,False,283755,804532,False,2,False,2.2827642561238783,54.87097518561209
72,True,False,Edit Distance,False,362863,761133,False,3,False,2.251959226729994,54.1305123897148
73,True,False,Set Matrix Zeroes,False,439858,978043,False,2,False,1.4415986929491311,34.65181562056576
74,True,False,Search a 2D Matrix,False,461469,1192061,False,2,False,2.1913691168732012,52.67410338667092
75,True,False,Sort Colors,False,694707,1375672,False,2,False,1.7204115420622492,41.353660931168655
76,True,False,Minimum Window Substring,False,546537,1495588,False,3,False,2.839949004902851,68.26406667196898
77,True,False,Combinations,False,373189,635309,False,2,False,0.9024437961883001,21.692109035883995
78,True,False,Subsets,False,784991,1181842,False,2,False,1.9423104808426126,46.687462321683434
79,True,False,Word Search,False,677938,1800970,False,2,False,3.0694970246381974,73.78172959358477
80,True,False,Remove Duplicates from Sorted Array II,False,333355,713056,False,2,True,0.5340444562480864,12.836866543792702
81,True,False,Search in Rotated Sorted Array II,False,310300,917039,False,2,False,0.904300915114251,21.73674874242803
82,True,False,Remove Duplicates from Sorted List II,False,336855,844231,False,2,True,1.3992621238889014,33.634168343096846
83,True,False,Remove Duplicates from Sorted List,False,606269,1290866,False,1,True,1.0160429781826208,24.42270107121764
84,True,True,Largest Rectangle in Histogram,False,369260,974998,False,3,False,2.570112465914306,61.77798559929932
85,True,False,Maximal Rectangle,False,232762,580505,False,3,False,2.6295528453036945,63.20675844509312
86,True,False,Partition List,False,282453,624270,False,2,False,1.473494542037203,35.41849853105052
87,,,Scramble String,False,125939,361036,False,3,False,0.7976598792954321,19.173410187215943
88,True,False,Merge Sorted Array,False,897543,2183130,False,1,False,3.030957524425638,72.85535274404535
89,True,False,Gray Code,False,182985,358118,False,2,False,0.7030133634809992,16.898384806594
90,,,Subsets II,False,350243,705765,False,2,False,0.7291054939808717,17.52556329922962
91,True,True,Decode Ways,False,577040,2109424,False,2,False,3.5399246241505082,85.08943299318904
92,True,False,Reverse Linked List II,False,358122,870560,False,2,False,2.452131205523703,58.94206121775481
93,True,False,Restore IP Addresses,False,239020,622570,False,2,False,2.0016847294564117,48.11464557707752
94,True,False,Binary Tree Inorder Traversal,False,1010074,1507968,False,1,False,0.826076026810648,19.85645125069643
95,True,False,Unique Binary Search Trees II,False,233270,533920,False,2,False,1.1160508636768773,26.826598095888375
96,True,False,Unique Binary Search Trees,False,368351,668784,False,2,False,1.56286086637346,37.56660355412917
97,True,False,Interleaving String,False,209845,623249,False,2,False,0.6397271845527019,15.37717018960012
98,True,True,Validate Binary Search Tree,False,1006551,3452885,False,2,False,2.5348300119166516,60.929898613269465
99,True,False,Recover Binary Search Tree,False,215706,498015,False,2,False,1.5045148789053764,36.16413668881327
100,True,False,Same Tree,False,737368,1354636,False,1,True,1.1633760273128875,27.964156594344914
101,True,False,Symmetric Tree,False,909756,1858186,False,1,False,1.9761113251440452,47.499935744614056
102,True,False,Binary Tree Level Order Traversal,False,873259,1511360,False,2,False,1.6828271256857716,40.45024150324175
103,True,False,Binary Tree Zigzag Level Order Traversal,False,524192,1029513,False,2,False,2.461043087493298,59.15627679130733
104,True,False,Maximum Depth of Binary Tree,False,1165935,1693352,False,1,False,1.1676372958964354,28.066585026049957
105,True,False,Construct Binary Tree from Preorder and Inorder Traversal,False,520454,971568,False,2,False,2.1668317968824833,52.08429799055075
106,True,False,Construct Binary Tree from Inorder and Postorder Traversal,False,303067,595879,False,2,False,0.8247997236007604,19.825772654967068
107,True,False,Binary Tree Level Order Traversal II,False,426524,761993,False,2,False,0.815661110443362,19.6061071268928
108,True,False,Convert Sorted Array to Binary Search Tree,False,544792,883357,False,1,False,1.422769572654931,34.199218647550126
109,True,False,Convert Sorted List to Binary Search Tree,False,313539,599761,False,2,False,0.8746315300521403,21.023583514284955
110,True,False,Balanced Binary Tree,False,581566,1289692,False,1,False,0.99771094081248,23.982052517631686
111,True,False,Minimum Depth of Binary Tree,False,570438,1416402,False,1,False,0.7847575477075194,18.86327587768412
112,True,False,Path Sum,False,631635,1468261,False,1,False,1.0447725417510816,25.113275739814927
113,True,False,Path Sum II,False,423566,844611,False,2,False,0.8004996534063888,19.241670049949043
114,True,False,Flatten Binary Tree to Linked List,False,463932,863718,False,2,False,0.8504184538399979,20.441571990125315
115,True,False,Distinct Subsequences,False,167357,415224,False,3,False,1.84291865500659,44.298373569101734
116,True,False,Populating Next Right Pointers in Each Node,False,502313,995005,False,2,False,1.3918804418625084,33.45673430004501
117,True,False,Populating Next Right Pointers in Each Node II,False,340026,791907,False,2,False,1.1220425404764958,26.970620479325515
118,True,False,Pascal's Triangle,False,501586,889460,False,1,False,1.8883702014449981,45.39089579082442
119,True,False,Pascal's Triangle II,False,378390,713719,False,1,False,0.30554857866790236,7.34449404186557
120,True,False,Triangle,False,320324,677899,False,2,False,0.9301432604783137,22.35792313106913
121,True,False,Best Time to Buy and Sell Stock,False,1355595,2602492,False,1,False,3.9569519036224827,95.11354890539658
122,True,False,Best Time to Buy and Sell Stock II,False,848758,1432908,False,1,False,2.403239068913504,57.766837272700975
123,True,False,Best Time to Buy and Sell Stock III,False,296183,730257,False,3,False,1.8292465968312381,43.969737284008595
124,True,False,Binary Tree Maximum Path Sum,False,520974,1448639,False,3,False,2.956406010170113,71.06335241909251
125,True,False,Valid Palindrome,False,882262,2264433,False,1,True,2.846184974653925,68.41396114335447
126,,,Word Ladder II,False,231216,957438,False,3,False,2.412258176798732,57.98363024360855
127,True,True,Word Ladder,False,589854,1808375,False,3,True,3.5081634644086974,84.32598762059573
128,True,False,Longest Consecutive Sequence,False,442919,938170,False,2,False,1.5949441584665127,38.33779204614625
129,True,False,Sum Root to Leaf Numbers,False,336746,648454,False,2,False,1.0116009116784799,24.315926786370802
130,True,False,Surrounded Regions,False,305768,1009399,False,2,False,1.367102397394828,32.8611425916648
131,True,False,Palindrome Partitioning,False,321750,601161,False,2,False,1.2257381407899643,29.463159380963504
132,,,Palindrome Partitioning II,False,157972,500878,False,3,False,0.6240595717322002,15.000566608224927
133,True,False,Clone Graph,False,482082,1182340,False,2,False,1.880858448939739,45.21033523394221
134,True,False,Gas Station,False,291495,693956,False,2,False,2.6846391294468996,64.53087157774827
135,True,False,Candy,False,160366,474369,False,3,False,1.7659218967391477,42.44759673091905
136,True,False,Single Number,False,1186531,1770590,False,1,False,1.2940430383294848,31.105009312638366
137,True,False,Single Number II,False,291566,534944,False,2,False,1.4748713642447537,35.45159330944599
138,True,False,Copy List with Random Pointer,False,579838,1368574,False,2,False,2.8909430232644566,69.4898137059117
139,True,True,Word Break,False,778745,1840070,False,2,True,3.424634104354957,82.31818614460742
140,True,False,Word Break II,False,333348,914995,False,3,False,2.8937591473139785,69.55750509034895
141,True,True,Linked List Cycle,False,940943,2167123,False,1,False,1.6728524611453266,40.21047974553274
142,True,False,Linked List Cycle II,False,461619,1139796,False,2,False,0.8006388371843514,19.24501562083151
143,True,False,Reorder List,False,331686,792694,False,2,False,1.9357569507469674,46.52993462854051
144,True,False,Binary Tree Preorder Traversal,False,653191,1117869,False,1,False,0.17766528113438174,4.270553652799278
145,False,False,Binary Tree Postorder Traversal,False,499901,849586,False,1,False,0.08674703152633556,2.0851448858715456
146,True,False,LRU Cache,False,778922,2110552,False,2,False,4.0924772988528435,98.37118296846553
147,True,True,Insertion Sort List,False,233882,518915,False,2,False,0.5841068079437185,14.040219036392509
148,True,False,Sort List,False,362265,765228,False,2,False,1.2643615801748986,30.391553882668337
149,True,False,Max Points on a Line,False,185657,1023062,False,3,False,2.555624621910799,61.42974020923031
150,True,False,Evaluate Reverse Polish Notation,False,305660,773142,False,2,False,1.157434881022979,27.82134881654959
151,True,False,Reverse Words in a String,False,539143,2180350,False,2,False,2.38392072319796,57.30248075163621
152,True,False,Maximum Product Subarray,False,491114,1485596,False,2,False,2.5723996200778454,61.83296209501786
153,True,False,Find Minimum in Rotated Sorted Array,False,609209,1306149,False,2,False,1.2445173256747362,29.914556052807324
154,True,False,Find Minimum in Rotated Sorted Array II,False,251042,594463,False,3,False,1.0792693258249788,25.942477519115748
155,True,False,Min Stack,False,737029,1559813,False,1,False,2.7490747067612697,66.07971436972842
156,,,Binary Tree Upside Down,False,69303,121562,False,2,True,0.13138400282910845,3.158087104125035
157,True,False,Read N Characters Given Read4,False,142052,371836,False,1,False,0.8078561283359069,19.418498188127696
158,,,Read N Characters Given Read4 II - Call multiple times,False,138446,363555,False,3,False,2.5731616333966363,61.8512786661637
159,True,True,Longest Substring with At Most Two Distinct Characters,False,148640,291453,False,2,False,0.7969897516565463,19.157302279031445
160,True,True,Intersection of Two Linked Lists,False,685950,1510848,False,1,False,1.7734526661207237,42.62861439787984
161,True,False,One Edit Distance,False,142237,427125,False,2,False,0.9816437842940333,23.595845074501305
162,True,False,Find Peak Element,False,504987,1141289,False,2,False,2.278952250083851,54.77934571127253
163,True,True,Missing Ranges,False,124438,443390,False,1,False,0.7583503743707075,18.228524676810345
164,True,False,Maximum Gap,False,117918,297953,False,3,False,0.38661135240383404,9.293005998020808
165,True,False,Compare Version Numbers,False,245834,792939,False,2,False,1.4656340069301788,35.22955426067915
166,True,False,Fraction to Recurring Decimal,False,153852,681404,False,2,False,1.554167167258823,37.35763245818236
167,True,False,Two Sum II - Input array is sorted,False,584161,1041829,False,1,False,1.3690304607847645,32.90748759559663
168,,,Excel Sheet Column Title,False,258821,804268,False,1,False,1.890850371872286,45.45051183291318
169,True,False,Majority Element,False,862698,1424475,False,1,False,2.1361668114887133,51.34720144276014
170,True,False,Two Sum III - Data structure design,False,102426,290618,False,1,False,0.15796311296191418,3.7969711626257694
171,True,False,Excel Sheet Column Number,False,383369,666529,False,1,False,1.0934538394991646,26.283431735368374
172,True,False,Factorial Trailing Zeroes,False,264768,676682,False,1,False,1.1262749921659907,27.07235623719256
173,True,False,Binary Search Tree Iterator,False,415397,676928,False,2,True,2.351088138042961,56.51328144623861
174,True,False,Dungeon Game,False,128430,381420,False,3,False,0.7166528184265594,17.226237405413773
179,True,False,Largest Number,False,253276,813531,False,2,False,1.7112519416638539,41.1334909312126
186,True,False,Reverse Words in a String II,False,105385,225950,False,2,False,0.8332625422708201,20.02919406039667
187,True,False,Repeated DNA Sequences,False,212008,504897,False,2,False,0.885665139333883,21.288799205954426
188,True,False,Best Time to Buy and Sell Stock IV,False,186550,610325,False,3,False,1.7131963483698835,41.180228780655916
189,True,False,Rotate Array,False,701843,1904019,False,2,False,1.4816506649944245,35.6145478686884
190,True,False,Reverse Bits,False,348729,804066,False,1,False,1.1111371722417016,26.708487327294556
191,True,False,Number of 1 Bits,False,504844,918100,False,1,False,1.2642564262121379,30.38902628899946
198,True,False,House Robber,False,733359,1684978,False,2,False,2.2035786212924457,52.96758415772283
199,True,False,Binary Tree Right Side View,False,461840,810453,False,2,False,2.7336099223892014,65.70798619094072
200,True,False,Number of Islands,False,1078116,2146010,False,2,False,4.0585959500452535,97.5567744526983
201,True,False,Bitwise AND of Numbers Range,False,173350,435626,False,2,False,1.0625843761125289,25.541420134767368
202,True,False,Happy Number,False,638977,1238028,False,1,False,2.2073350798513918,53.05787843310442
203,True,False,Remove Linked List Elements,False,480028,1201968,False,1,False,2.060696537092247,49.53311681157205
204,True,False,Count Primes,False,497488,1516328,False,1,False,0.8815022207770699,21.18873482119904
205,,,Isomorphic Strings,False,368915,903570,False,1,False,1.334478099754501,32.07694990883822
206,True,False,Reverse Linked List,False,1439051,2167388,False,1,False,3.442035670506232,82.73646889190202
207,True,False,Course Schedule,False,604442,1359986,False,2,False,2.837171132863633,68.19729475396481
208,True,False,Implement Trie (Prefix Tree),False,424959,796530,False,2,False,2.085207802944224,50.12229594241033
209,True,False,Minimum Size Subarray Sum,False,366746,910526,False,2,False,1.8391208816311395,44.20708620638529
210,True,False,Course Schedule II,False,412155,947066,False,2,True,3.075459673011136,73.92505421855834
211,True,False,Design Add and Search Words Data Structure,False,292144,709881,False,2,False,2.387569935840537,57.39019714890355
212,True,False,Word Search II,False,309980,821258,False,3,True,2.9558198714249087,71.04926335822817
213,True,False,House Robber II,False,248047,654781,False,2,False,0.5611634994176572,13.488729013087609
214,True,False,Shortest Palindrome,False,117342,379196,False,3,False,1.035633940884385,24.89361050717318
215,True,False,Kth Largest Element in an Array,False,922309,1547515,False,2,False,3.4586813398362337,83.13658209075915
216,True,False,Combination Sum III,False,232374,379632,False,2,False,0.33478074535666247,8.047149819262492
217,True,False,Contains Duplicate,False,831904,1448917,False,1,False,1.2852707143692397,30.894148305396175
218,True,False,The Skyline Problem,False,173885,469896,False,3,False,2.4705060717808154,59.3837392525007
219,True,False,Contains Duplicate II,False,342226,872902,False,1,False,1.2613719805378412,30.319692652556718
220,True,False,Contains Duplicate III,False,173311,809124,False,2,False,0.5038862241145009,12.1119508620246
221,True,False,Maximal Square,False,366101,912781,False,2,True,3.0859624808453057,74.17751099612614
222,True,False,Count Complete Tree Nodes,False,301546,597787,False,2,False,1.454096332857332,34.95222232591957
223,,,Rectangle Area,False,120785,312881,False,2,True,0.8763609066007985,21.065152667750294
224,True,False,Basic Calculator,False,215405,559484,False,3,True,3.683988645429686,88.5523106493215
225,True,False,Implement Stack using Queues,False,224872,463860,False,1,False,0.6911470260351353,16.61315276575169
226,True,False,Invert Binary Tree,False,713516,1050506,False,1,True,2.2797270451935936,54.797969519283626
227,True,False,Basic Calculator II,False,277027,708748,False,2,False,3.0464851468912717,73.22859136678865
228,True,False,Summary Ranges,False,218030,505378,False,1,False,1.1535711729488671,27.7284765765492
229,True,False,Majority Element II,False,209198,530250,False,2,False,1.0908498467208934,26.220839366166548
230,True,False,Kth Smallest Element in a BST,False,551136,867079,False,2,False,1.1531809455103785,27.719096650419463
231,True,False,Power of Two,False,423086,965592,False,1,False,0.728046127320804,17.500099223576125
232,True,False,Implement Queue using Stacks,False,284959,534440,False,1,False,1.4466688322761014,34.77368693883766
233,True,False,Number of Digit One,False,53742,168107,False,3,False,0.663876798259832,15.95765626077949
234,True,True,Palindrome Linked List,False,673033,1571311,False,1,False,2.756798266342232,66.26536614913344
235,True,False,Lowest Common Ancestor of a Binary Search Tree,False,515617,978496,False,1,False,1.0878590306472569,26.148948896477886
236,True,False,Lowest Common Ancestor of a Binary Tree,False,670414,1335195,False,2,False,2.9817380037794026,71.67225944442748
237,False,False,Delete Node in a Linked List,False,622052,911088,False,1,False,1.120736762896474,26.93923340595642
238,True,False,Product of Array Except Self,False,792774,1287498,False,2,False,3.737203386093029,89.83143735135123
239,True,False,Sliding Window Maximum,False,407592,905276,False,3,False,3.017065489147138,72.52142885286852
240,True,False,Search a 2D Matrix II,False,460174,1004778,False,2,False,1.6270404445530766,39.10929287575735
241,,,Different Ways to Add Parentheses,False,124762,214998,False,2,False,1.804821793412728,43.38263645715133
242,True,False,Valid Anagram,False,841393,1420033,False,1,False,2.569795352252376,61.770363114485974
243,True,False,Shortest Word Distance,False,133759,213808,False,1,False,1.4483913202542285,34.815090511217846
244,True,False,Shortest Word Distance II,False,89517,161597,False,2,False,2.8351588047040304,68.14892427146113
245,,,Shortest Word Distance III,False,56548,100406,False,2,True,0.07740806841223596,1.8606635309009616
246,True,True,Strobogrammatic Number,False,108686,232592,False,1,False,1.0419200908278141,25.044711163596027
247,,,Strobogrammatic Number II,False,96296,195956,False,2,True,0.7889121814758098,18.963141120358042
248,,,Strobogrammatic Number III,False,31200,76986,False,3,False,0.43318965612301924,10.412612168788105
249,,,Group Shifted Strings,False,105972,179546,False,2,False,1.9812811708925173,47.624203713598085
250,True,False,Count Univalue Subtrees,False,90326,168181,False,2,False,0.06684001812585041,1.606638515628822
251,True,False,Flatten 2D Vector,False,89502,191863,False,2,False,1.3297615337876763,31.963577459873044
252,True,True,Meeting Rooms,False,193946,348025,False,1,False,1.5859088420246148,38.12060946894953
253,True,False,Meeting Rooms II,False,438550,922883,False,2,True,3.695406750354775,88.82676849153212
254,,,Factor Combinations,False,85799,179487,False,2,False,0.921320080279157,22.14583968860794
255,,,Verify Preorder Sequence in Binary Search Tree,False,56683,121611,False,2,False,0.741296524457528,17.818600010741612
256,True,False,Paint House,False,119261,216409,False,2,False,0.6594038499925069,15.850139668680896
257,True,False,Binary Tree Paths,False,405083,739218,False,1,False,1.1389280014699248,27.376497568333946
258,True,False,Add Digits,False,358954,608205,False,1,False,0.6419854930190654,15.431453319137855
259,True,False,3Sum Smaller,False,88477,178854,False,2,False,0.7302288554644772,17.552565623243606
260,True,False,Single Number III,False,194255,296470,False,2,False,0.7366368174991751,17.70659428601638
261,True,False,Graph Valid Tree,False,168000,384422,False,2,False,1.27520830986793,30.65227753568451
263,,,Ugly Number,False,243832,585172,False,1,False,0.5539607304520777,13.315595516662054
264,False,False,Ugly Number II,False,209592,485024,False,2,False,0.9935231221168533,23.881389606377
265,True,False,Paint House II,False,71440,153668,False,3,False,0.5193002507569628,12.482458973468848
266,True,False,Palindrome Permutation,False,129805,205352,False,1,False,1.4106604272984637,33.90815021479751
267,True,False,Palindrome Permutation II,False,45704,120427,False,2,False,0.322773392263051,7.75852817474666
268,True,False,Missing Number,False,691391,1235651,False,1,False,1.6183543988921365,38.90050574644956
269,True,False,Alien Dictionary,False,209392,617158,False,3,False,3.23401974642294,77.73637456417347
270,True,False,Closest Binary Search Tree Value,False,194601,382233,False,1,False,1.149514432262044,27.630964397197356
271,True,False,Encode and Decode Strings,False,71284,211686,False,2,False,1.177272189022891,28.298179672864453
272,True,False,Closest Binary Search Tree Value II,False,72063,135240,False,3,False,0.8985405973794605,21.59828755413887
273,True,False,Integer to English Words,False,241798,846981,False,3,False,3.5860439483376156,86.19800663861001
274,True,False,H-Index,False,204465,559071,False,2,False,1.4647497668728546,35.20829971627607
275,True,False,H-Index II,False,143307,392981,False,2,False,0.31508104663989533,7.573626687580381
276,False,False,Paint Fence,False,66476,168273,False,2,False,0.8241754429663495,19.8107667746587
277,True,True,Find the Celebrity,False,171105,384603,False,2,False,1.9679810601736365,47.304507957339496
278,True,False,First Bad Version,False,580610,1517100,False,1,False,1.8796435751400582,45.181133221541195
279,True,False,Perfect Squares,False,405758,817817,False,2,False,1.5255000225279187,36.66855815585263
280,True,False,Wiggle Sort,False,101242,155745,False,2,False,0.7128491206659677,17.134807637808517
281,True,False,Zigzag Iterator,False,71770,119874,False,2,False,0.7655770184047598,18.402232060042746
282,True,False,Expression Add Operators,False,134575,361891,False,3,True,1.7417132864718967,41.865692555010845
283,True,False,Move Zeroes,False,1151012,1955305,False,1,False,2.9274790218522755,70.36803223702618
284,True,False,Peeking Iterator,False,137116,267280,False,2,False,1.520523678145658,36.54894139368301
285,True,False,Inorder Successor in BST,False,208578,471503,False,2,True,0.5423639250019172,13.036842236562684
286,True,False,Walls and Gates,False,163579,285760,False,2,False,1.8705212451398385,44.961859092934084
287,True,False,Find the Duplicate Number,False,538891,926245,False,2,False,2.578228485034548,61.97307095800776
288,False,False,Unique Word Abbreviation,False,58464,248557,False,2,False,0.46613630328930034,11.204553191283257
289,True,False,Game of Life,False,243744,409328,False,2,False,2.9566596975760047,71.0694503222449
290,True,False,Word Pattern,False,259714,672862,False,1,False,0.36527229575689735,8.780077497139771
291,,,Word Pattern II,False,51082,114189,False,2,False,0.538996500732687,12.955899207504526
292,True,False,Nim Game,False,247333,448497,False,1,False,0.08381867188307146,2.014755686071769
293,,,Flip Game,False,54145,87867,False,1,False,0,0.0
294,,,Flip Game II,False,58261,114465,False,2,False,0,0.0
295,True,False,Find Median from Data Stream,False,310086,644636,False,3,False,3.7116026836696525,89.21607135215139
296,True,False,Best Meeting Point,False,44005,75381,False,3,False,0.883173943753282,21.228918151430744
297,True,False,Serialize and Deserialize Binary Tree,False,456429,897523,False,3,False,3.0983333904534667,74.47487147577789
298,True,False,Binary Tree Longest Consecutive Sequence,False,97458,200804,False,2,False,0.7743040944768853,18.612005440413462
299,True,False,Bulls and Cows,False,216860,481010,False,2,False,1.3774837314377357,33.11067949462524
300,True,False,Longest Increasing Subsequence,False,560163,1240585,False,2,False,2.0863923653480363,50.150769357521426
301,True,False,Remove Invalid Parentheses,False,272896,603811,False,3,True,2.7655972369799056,66.47686766455429
302,True,False,Smallest Rectangle Enclosing Black Pixels,False,30876,58354,False,3,False,0.21706450523782758,5.2175957498151995
303,True,False,Range Sum Query - Immutable,False,261697,531834,False,1,False,0.21015024169226937,5.051397079752214
304,True,False,Range Sum Query 2D - Immutable,False,172556,394793,False,2,False,0.6782569731120625,16.303313599405122
305,True,False,Number of Islands II,False,91342,231518,False,3,False,0.8553139353754396,20.559245045997045
306,,,Additive Number,False,61043,204423,False,2,False,1.710148133781892,41.10695861858403
307,True,False,Range Sum Query - Mutable,False,139428,374094,False,2,False,0.6228306821424855,14.971027697230415
308,True,False,Range Sum Query 2D - Mutable,False,57784,148883,False,3,False,0.2669133955058672,6.415817254112079
309,True,False,Best Time to Buy and Sell Stock with Cooldown,False,197208,404470,False,2,False,1.6075306348606189,38.64033412075713
310,True,False,Minimum Height Trees,False,137944,392801,False,2,False,0.6551344249730487,15.747515180115744
